event_id,session_id,participant_id,student_id,student_name,timestamp,event_type,description,speech_context
EVT00001441,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 13:12:49,Hand Motion,Hand Not Detected,Let's take a five minute break
EVT00001442,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 13:28:25,Attention,Focused,Please pay attention to this section
EVT00001443,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 13:43:01,Fatigue,Drowsy,Make sure to test your functions
EVT00001444,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 14:56:55,Attention,Focused,Any questions so far
EVT00001445,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 14:46:58,Attention,Focused,The project requirements are on the portal
EVT00001446,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 14:53:00,Attention,Distracted (looking away),Please pay attention to this section
EVT00001447,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 13:10:04,Attention,Focused,Please submit your work before leaving
EVT00001448,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 14:42:30,Hand Motion,Hand Detected,Let's take a five minute break
EVT00001449,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 14:21:41,Attention,Focused,The API endpoint returns a JSON response
EVT00001450,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 13:58:19,Hand Motion,Hand Detected,Let's take a five minute break
EVT00001451,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 14:52:37,Attention,Distracted (looking sideways and down),Any questions so far
EVT00001452,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 14:18:41,Fatigue,Yawning detected,Can anyone explain what a variable is
EVT00001453,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 13:38:14,Attention,Distracted (looking away),Please open your IDEs and follow along
EVT00001454,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 13:25:46,Hand Motion,Hand Detected,Let's take a five minute break
EVT00001455,SES000009,PAR000114,STU027,Ade Hassan,2025-09-09 13:50:53,Attention,Focused,This concept is very important for the exam
EVT00001456,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 09:50:25,Attention,Focused,Please pay attention to this section
EVT00001457,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 10:22:25,Fatigue,Drowsy,Please pay attention to this section
EVT00001458,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 10:49:37,Hand Motion,Hand Detected,Please pay attention to this section
EVT00001459,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 09:23:14,Fatigue,Eyes closed,Group discussion starts now
EVT00001460,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 10:27:27,Attention,Focused,Remember to commit your changes regularly
EVT00001461,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 09:48:56,Attention,Focused,Can anyone explain what a variable is
EVT00001462,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 09:54:30,Fatigue,Eyes closed,The assignment is due next Friday
EVT00001463,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 10:01:20,Attention,Focused,Let's take a five minute break
EVT00001464,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 10:50:12,Fatigue,Yawning detected,Please open your IDEs and follow along
EVT00001465,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 10:09:26,Hand Motion,Hand Detected,Can anyone explain what a variable is
EVT00001466,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 10:26:27,Attention,Focused,Please open your IDEs and follow along
EVT00001467,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 10:30:11,Attention,Distracted (looking away),Please pay attention to this section
EVT00001468,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 11:02:37,Hand Motion,Hand Detected,Today we will discuss loops and conditionals
EVT00001469,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 10:30:33,Attention,Focused,Today we will discuss loops and conditionals
EVT00001470,SES000010,PAR000115,STU025,Yusuf Mohammed,2025-09-13 10:22:12,Attention,Distracted (looking sideways and up),This is the final topic for today
EVT00001471,SES000010,PAR000116,STU012,Linda Bello,2025-09-13 10:39:53,Attention,Distracted (looking sideways and up),The API endpoint returns a JSON response
EVT00001472,SES000010,PAR000116,STU012,Linda Bello,2025-09-13 10:34:57,Attention,Distracted (looking sideways and up),Please submit your work before leaving
EVT00001473,SES000010,PAR000116,STU012,Linda Bello,2025-09-13 10:14:10,Fatigue,Yawning detected,Let's debug this code together
EVT00001474,SES000010,PAR000116,STU012,Linda Bello,2025-09-13 10:54:29,Fatigue,Blinking rate high,Please pay attention to this section
EVT00001475,SES000010,PAR000116,STU012,Linda Bello,2025-09-13 11:07:36,Attention,Distracted (looking sideways and down),This is the final topic for today
EVT00001476,SES000010,PAR000116,STU012,Linda Bello,2025-09-13 10:54:52,Fatigue,Yawning detected,Please pay attention to this section
EVT00001477,SES000010,PAR000116,STU012,Linda Bello,2025-09-13 10:59:03,Fatigue,Yawning detected,Let's take a five minute break
EVT00001478,SES000010,PAR000116,STU012,Linda Bello,2025-09-13 09:52:39,Attention,Focused,Please open your IDEs and follow along
EVT00001479,SES000010,PAR000116,STU012,Linda Bello,2025-09-13 09:16:39,Fatigue,Yawning detected,Make sure to test your functions
EVT00001480,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 10:18:00,Hand Motion,Hand Not Detected,Who can tell me the difference between SQL and NoSQL
EVT00001481,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 10:35:41,Hand Motion,Hand Not Detected,This concept is very important for the exam
EVT00001482,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 09:21:04,Fatigue,Yawning detected,Can anyone explain what a variable is
EVT00001483,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 09:57:15,Hand Motion,Hand Not Detected,Let me show you how this works in practice
EVT00001484,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 10:24:56,Fatigue,Yawning detected,Please submit your work before leaving
EVT00001485,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 09:36:35,Attention,Focused,The database schema looks like this
EVT00001486,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 10:45:12,Hand Motion,Hand Detected,Please submit your work before leaving
EVT00001487,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 09:56:14,Hand Motion,Hand Detected,The database schema looks like this
EVT00001488,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 10:47:13,Hand Motion,Hand Detected,Make sure to test your functions
EVT00001489,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 10:32:00,Hand Motion,Hand Not Detected,Let me show you how this works in practice
EVT00001490,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 09:51:53,Fatigue,Blinking rate high,Group discussion starts now
EVT00001491,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 10:05:48,Fatigue,Blinking rate high,Let's take a five minute break
EVT00001492,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 09:28:00,Fatigue,Blinking rate high,Group discussion starts now
EVT00001493,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 09:35:32,Fatigue,Blinking rate high,Let me show you how this works in practice
EVT00001494,SES000010,PAR000117,STU039,Musa Johnson,2025-09-13 09:54:57,Attention,Focused,The assignment is due next Friday
EVT00001495,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 10:18:20,Hand Motion,Hand Detected,The database schema looks like this
EVT00001496,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 10:02:50,Attention,Focused,Please submit your work before leaving
EVT00001497,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 10:52:30,Attention,Focused,Can anyone explain what a variable is
EVT00001498,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 10:21:28,Attention,Focused,Who can tell me the difference between SQL and NoSQL
EVT00001499,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 10:26:36,Fatigue,Blinking rate high,Remember to commit your changes regularly
EVT00001500,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 09:38:08,Attention,Focused,Please submit your work before leaving
EVT00001501,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 10:16:06,Hand Motion,Hand Detected,Let me show you how this works in practice
EVT00001502,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 10:01:06,Attention,Distracted (looking sideways and down),The database schema looks like this
EVT00001503,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 09:43:44,Hand Motion,Hand Detected,Let's look at this example together
EVT00001504,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 09:35:44,Attention,Distracted (looking sideways and down),Today we will discuss loops and conditionals
EVT00001505,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 09:42:29,Attention,Focused,Let's look at this example together
EVT00001506,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 11:10:21,Fatigue,Drowsy,Can anyone explain what a variable is
EVT00001507,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 09:22:17,Attention,Focused,Please open your IDEs and follow along
EVT00001508,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 10:12:04,Hand Motion,Hand Not Detected,Remember to commit your changes regularly
EVT00001509,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 10:52:56,Hand Motion,Hand Detected,Please open your IDEs and follow along
EVT00001510,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 10:07:04,Attention,Distracted (looking away),Let's look at this example together
EVT00001511,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 09:27:23,Hand Motion,Hand Not Detected,This concept is very important for the exam
EVT00001512,SES000010,PAR000118,STU060,Habib Hassan,2025-09-13 11:09:47,Attention,Focused,Please submit your work before leaving
EVT00001513,SES000010,PAR000119,STU019,Sam Abubakar,2025-09-13 10:00:29,Hand Motion,Hand Detected,The API endpoint returns a JSON response
EVT00001514,SES000010,PAR000119,STU019,Sam Abubakar,2025-09-13 09:33:47,Fatigue,Blinking rate high,Let's look at this example together
EVT00001515,SES000010,PAR000119,STU019,Sam Abubakar,2025-09-13 10:27:07,Hand Motion,Hand Detected,The API endpoint returns a JSON response
EVT00001516,SES000010,PAR000119,STU019,Sam Abubakar,2025-09-13 09:37:07,Attention,Focused,Please open your IDEs and follow along
EVT00001517,SES000010,PAR000119,STU019,Sam Abubakar,2025-09-13 09:28:22,Attention,Focused,Any questions so far
EVT00001518,SES000010,PAR000119,STU019,Sam Abubakar,2025-09-13 10:58:52,Attention,Focused,The API endpoint returns a JSON response
EVT00001519,SES000010,PAR000119,STU019,Sam Abubakar,2025-09-13 10:05:50,Attention,Distracted (looking sideways and up),Let's take a five minute break
EVT00001520,SES000010,PAR000119,STU019,Sam Abubakar,2025-09-13 10:21:04,Fatigue,Yawning detected,Please open your IDEs and follow along
EVT00001521,SES000010,PAR000119,STU019,Sam Abubakar,2025-09-13 10:54:57,Attention,Focused,Please pay attention to this section
EVT00001522,SES000010,PAR000119,STU019,Sam Abubakar,2025-09-13 11:00:00,Attention,Focused,Make sure to test your functions
EVT00001523,SES000010,PAR000119,STU019,Sam Abubakar,2025-09-13 09:40:04,Attention,Distracted (looking away),Please pay attention to this section
EVT00001524,SES000010,PAR000120,STU061,Idris Adeyemi,2025-09-13 10:08:20,Attention,Distracted (looking sideways and down),The database schema looks like this
EVT00001525,SES000010,PAR000120,STU061,Idris Adeyemi,2025-09-13 09:58:32,Attention,Focused,Who can tell me the difference between SQL and NoSQL
EVT00001526,SES000010,PAR000120,STU061,Idris Adeyemi,2025-09-13 09:27:22,Fatigue,Drowsy,Let's debug this code together
EVT00001527,SES000010,PAR000120,STU061,Idris Adeyemi,2025-09-13 10:08:47,Hand Motion,Hand Not Detected,This concept is very important for the exam
EVT00001528,SES000010,PAR000120,STU061,Idris Adeyemi,2025-09-13 09:51:18,Hand Motion,Hand Detected,Let's take a five minute break
EVT00001529,SES000010,PAR000120,STU061,Idris Adeyemi,2025-09-13 09:32:04,Attention,Focused,Group discussion starts now
EVT00001530,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 09:47:28,Fatigue,Blinking rate high,Let's take a five minute break
EVT00001531,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 11:09:00,Hand Motion,Hand Detected,Please pay attention to this section
EVT00001532,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 11:13:22,Attention,Distracted (looking away),Who can tell me the difference between SQL and NoSQL
EVT00001533,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 10:51:53,Attention,Distracted (looking away),Make sure to test your functions
EVT00001534,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 10:57:33,Attention,Distracted (looking away),Any questions so far
EVT00001535,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 09:56:12,Attention,Distracted (looking sideways and up),The database schema looks like this
EVT00001536,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 09:42:13,Attention,Focused,The API endpoint returns a JSON response
EVT00001537,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 10:44:27,Hand Motion,Hand Detected,This concept is very important for the exam
EVT00001538,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 11:00:24,Attention,Focused,Today we will discuss loops and conditionals
EVT00001539,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 10:48:13,Attention,Focused,The project requirements are on the portal
EVT00001540,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 10:12:55,Attention,Focused,The API endpoint returns a JSON response
EVT00001541,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 09:49:32,Attention,Focused,The API endpoint returns a JSON response
EVT00001542,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 09:59:20,Hand Motion,Hand Not Detected,Make sure to test your functions
EVT00001543,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 10:45:37,Fatigue,Yawning detected,Can anyone explain what a variable is
EVT00001544,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 10:24:06,Fatigue,Blinking rate high,Please open your IDEs and follow along
EVT00001545,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 10:35:33,Fatigue,Blinking rate high,Please open your IDEs and follow along
EVT00001546,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 10:07:24,Attention,Distracted (looking sideways and up),Let's look at this example together
EVT00001547,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 10:26:47,Fatigue,Blinking rate high,This is the final topic for today
EVT00001548,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 10:45:06,Hand Motion,Hand Not Detected,Make sure to test your functions
EVT00001549,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 09:52:25,Attention,Focused,Can anyone explain what a variable is
EVT00001550,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 11:13:30,Attention,Distracted (looking away),Group discussion starts now
EVT00001551,SES000010,PAR000121,STU055,Chinwe Okafor,2025-09-13 10:15:54,Attention,Distracted (looking sideways and up),Can anyone explain what a variable is
EVT00001552,SES000010,PAR000122,STU003,Charlie Adeyemi,2025-09-13 10:25:20,Attention,Focused,Can anyone explain what a variable is
EVT00001553,SES000010,PAR000122,STU003,Charlie Adeyemi,2025-09-13 09:34:23,Fatigue,Yawning detected,Let's debug this code together
EVT00001554,SES000010,PAR000122,STU003,Charlie Adeyemi,2025-09-13 10:20:54,Attention,Distracted (looking away),Please open your IDEs and follow along
EVT00001555,SES000010,PAR000122,STU003,Charlie Adeyemi,2025-09-13 11:08:58,Fatigue,Yawning detected,Make sure to test your functions
EVT00001556,SES000010,PAR000122,STU003,Charlie Adeyemi,2025-09-13 09:53:08,Hand Motion,Hand Detected,The assignment is due next Friday
EVT00001557,SES000010,PAR000122,STU003,Charlie Adeyemi,2025-09-13 09:56:03,Fatigue,Blinking rate high,The database schema looks like this
EVT00001558,SES000010,PAR000122,STU003,Charlie Adeyemi,2025-09-13 09:48:11,Hand Motion,Hand Detected,Who can tell me the difference between SQL and NoSQL
EVT00001559,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 10:06:53,Hand Motion,Hand Not Detected,Today we will discuss loops and conditionals
EVT00001560,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 09:35:34,Attention,Focused,Group discussion starts now
EVT00001561,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 09:45:04,Hand Motion,Hand Detected,Who can tell me the difference between SQL and NoSQL
EVT00001562,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 09:44:05,Fatigue,Yawning detected,Any questions so far
EVT00001563,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 10:11:20,Attention,Distracted (looking sideways and down),Please open your IDEs and follow along
EVT00001564,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 10:36:02,Hand Motion,Hand Detected,Let's look at this example together
EVT00001565,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 09:43:14,Fatigue,Eyes closed,Today we will discuss loops and conditionals
EVT00001566,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 09:54:42,Attention,Distracted (looking sideways and up),Group discussion starts now
EVT00001567,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 09:46:26,Attention,Focused,The assignment is due next Friday
EVT00001568,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 10:30:19,Hand Motion,Hand Not Detected,This is the final topic for today
EVT00001569,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 10:31:44,Attention,Focused,Group discussion starts now
EVT00001570,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 11:09:14,Attention,Distracted (looking sideways and up),Remember to commit your changes regularly
EVT00001571,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 09:46:05,Attention,Focused,Group discussion starts now
EVT00001572,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 11:01:01,Attention,Distracted (looking sideways and down),Let's look at this example together
EVT00001573,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 09:30:39,Attention,Focused,The API endpoint returns a JSON response
EVT00001574,SES000010,PAR000123,STU015,Oscar Smith,2025-09-13 11:13:18,Hand Motion,Hand Detected,Remember to commit your changes regularly
EVT00001575,SES000010,PAR000124,STU022,Vera Bello,2025-09-13 10:01:26,Fatigue,Drowsy,Who can tell me the difference between SQL and NoSQL
EVT00001576,SES000010,PAR000124,STU022,Vera Bello,2025-09-13 09:29:08,Fatigue,Drowsy,Let's take a five minute break
EVT00001577,SES000010,PAR000124,STU022,Vera Bello,2025-09-13 09:43:59,Attention,Distracted (looking sideways and down),Please submit your work before leaving
EVT00001578,SES000010,PAR000124,STU022,Vera Bello,2025-09-13 11:00:36,Fatigue,Drowsy,Let me show you how this works in practice
EVT00001579,SES000010,PAR000124,STU022,Vera Bello,2025-09-13 11:08:56,Fatigue,Eyes closed,Please submit your work before leaving
EVT00001580,SES000010,PAR000124,STU022,Vera Bello,2025-09-13 10:31:06,Fatigue,Blinking rate high,Remember to commit your changes regularly
EVT00001581,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 09:26:43,Attention,Focused,Make sure to test your functions
EVT00001582,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 10:09:31,Attention,Focused,Remember to commit your changes regularly
EVT00001583,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 10:49:34,Attention,Focused,Today we will discuss loops and conditionals
EVT00001584,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 10:04:01,Fatigue,Yawning detected,The assignment is due next Friday
EVT00001585,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 10:42:11,Hand Motion,Hand Not Detected,Make sure to test your functions
EVT00001586,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 09:39:32,Attention,Focused,Let's debug this code together
EVT00001587,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 11:00:06,Hand Motion,Hand Detected,Can anyone explain what a variable is
EVT00001588,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 11:08:20,Hand Motion,Hand Detected,Please open your IDEs and follow along
EVT00001589,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 10:34:19,Hand Motion,Hand Detected,The assignment is due next Friday
EVT00001590,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 09:28:29,Fatigue,Drowsy,Please pay attention to this section
EVT00001591,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 10:56:00,Attention,Focused,Please pay attention to this section
EVT00001592,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 09:59:19,Attention,Focused,Let's look at this example together
EVT00001593,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 10:33:29,Attention,Focused,Please open your IDEs and follow along
EVT00001594,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 10:16:33,Attention,Distracted (looking away),The database schema looks like this
EVT00001595,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 09:46:13,Hand Motion,Hand Not Detected,The API endpoint returns a JSON response
EVT00001596,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 10:43:19,Hand Motion,Hand Detected,The assignment is due next Friday
EVT00001597,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 09:33:59,Fatigue,Drowsy,The database schema looks like this
EVT00001598,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 09:37:53,Attention,Focused,Let's look at this example together
EVT00001599,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 09:52:36,Attention,Focused,Let's debug this code together
EVT00001600,SES000010,PAR000125,STU020,Tina Nwosu,2025-09-13 11:04:03,Hand Motion,Hand Not Detected,Let's debug this code together
EVT00001601,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 10:38:24,Hand Motion,Hand Detected,Let's take a five minute break
EVT00001602,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 11:05:42,Fatigue,Blinking rate high,Who can tell me the difference between SQL and NoSQL
EVT00001603,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 09:35:41,Hand Motion,Hand Detected,Can anyone explain what a variable is
EVT00001604,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 09:41:41,Attention,Distracted (looking away),Make sure to test your functions
EVT00001605,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 09:23:32,Attention,Focused,Please submit your work before leaving
EVT00001606,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 11:13:31,Attention,Distracted (looking sideways and up),Group discussion starts now
EVT00001607,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 09:44:40,Hand Motion,Hand Detected,Let me show you how this works in practice
EVT00001608,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 09:34:11,Attention,Focused,Make sure to test your functions
EVT00001609,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 10:58:40,Fatigue,Drowsy,Today we will discuss loops and conditionals
EVT00001610,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 10:27:12,Attention,Distracted (looking sideways and up),Any questions so far
EVT00001611,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 11:03:44,Fatigue,Eyes closed,The API endpoint returns a JSON response
EVT00001612,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 09:55:34,Fatigue,Yawning detected,The API endpoint returns a JSON response
EVT00001613,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 10:00:18,Hand Motion,Hand Not Detected,This concept is very important for the exam
EVT00001614,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 10:30:15,Attention,Focused,This concept is very important for the exam
EVT00001615,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 10:46:43,Hand Motion,Hand Detected,The API endpoint returns a JSON response
EVT00001616,SES000010,PAR000126,STU057,Esther Adeyemi,2025-09-13 10:02:57,Attention,Focused,Make sure to test your functions
EVT00001617,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 10:43:57,Attention,Focused,The assignment is due next Friday
EVT00001618,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 11:01:30,Attention,Distracted (looking sideways and down),Please submit your work before leaving
EVT00001619,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 09:25:11,Fatigue,Blinking rate high,This concept is very important for the exam
EVT00001620,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 11:06:57,Attention,Focused,Any questions so far
EVT00001621,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 10:52:29,Hand Motion,Hand Not Detected,Let me show you how this works in practice
EVT00001622,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 09:43:05,Hand Motion,Hand Detected,Let me show you how this works in practice
EVT00001623,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 11:06:42,Attention,Focused,Let's take a five minute break
EVT00001624,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 09:43:09,Fatigue,Blinking rate high,The assignment is due next Friday
EVT00001625,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 10:43:26,Attention,Focused,The assignment is due next Friday
EVT00001626,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 11:00:03,Attention,Focused,This concept is very important for the exam
EVT00001627,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 10:26:02,Attention,Distracted (looking sideways and down),The assignment is due next Friday
EVT00001628,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 10:15:20,Attention,Distracted (looking sideways and up),The API endpoint returns a JSON response
EVT00001629,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 10:57:53,Attention,Distracted (looking sideways and down),Please pay attention to this section
EVT00001630,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 09:53:13,Attention,Focused,Let me show you how this works in practice
EVT00001631,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 10:31:53,Hand Motion,Hand Detected,Can anyone explain what a variable is
EVT00001632,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 09:59:25,Attention,Distracted (looking sideways and up),Can anyone explain what a variable is
EVT00001633,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 11:11:41,Fatigue,Yawning detected,This is the final topic for today
EVT00001634,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 10:36:34,Attention,Distracted (looking sideways and up),Please open your IDEs and follow along
EVT00001635,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 09:44:12,Attention,Focused,Today we will discuss loops and conditionals
EVT00001636,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 10:29:36,Fatigue,Blinking rate high,Make sure to test your functions
EVT00001637,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 10:27:02,Attention,Distracted (looking sideways and down),This is the final topic for today
EVT00001638,SES000010,PAR000127,STU063,Kazeem Hassan,2025-09-13 09:52:25,Hand Motion,Hand Detected,Please submit your work before leaving
EVT00001639,SES000010,PAR000128,STU075,Williams Okonkwo,2025-09-13 09:58:48,Attention,Focused,Please pay attention to this section
EVT00001640,SES000010,PAR000128,STU075,Williams Okonkwo,2025-09-13 09:24:20,Fatigue,Drowsy,Let's take a five minute break
EVT00001641,SES000010,PAR000128,STU075,Williams Okonkwo,2025-09-13 09:51:53,Fatigue,Blinking rate high,Please pay attention to this section
EVT00001642,SES000010,PAR000128,STU075,Williams Okonkwo,2025-09-13 09:36:59,Attention,Distracted (looking sideways and up),Group discussion starts now
EVT00001643,SES000010,PAR000128,STU075,Williams Okonkwo,2025-09-13 09:35:29,Attention,Distracted (looking sideways and down),Please open your IDEs and follow along
EVT00001644,SES000010,PAR000128,STU075,Williams Okonkwo,2025-09-13 10:17:07,Attention,Distracted (looking sideways and up),The assignment is due next Friday
EVT00001645,SES000010,PAR000128,STU075,Williams Okonkwo,2025-09-13 09:54:56,Fatigue,Blinking rate high,Let me show you how this works in practice
