transcription_id,session_id,timestamp,speaker,text
TRN00000298,SES000013,2025-09-18 12:44:27,Dara Okafor,Everyone following so far
TRN00000312,SES000014,2025-09-19 08:01:45,Obi Bello,Everyone following so far
TRN00000308,SES000014,2025-09-19 08:04:40,Prof. Ibrahim Mohammed,"Good morning everyone, let's begin today's class"
TRN00000311,SES000014,2025-09-19 08:13:56,Diana Nwosu,Let me clarify that point
TRN00000316,SES000014,2025-09-19 08:17:49,Rashida Smith,The deadline for the assignment is next Friday
TRN00000309,SES000014,2025-09-19 08:31:25,Prof. Ibrahim Mohammed,Let's take a short break and continue
TRN00000313,SES000014,2025-09-19 08:34:54,Prof. Ibrahim Mohammed,Please submit your work on the portal
TRN00000310,SES000014,2025-09-19 08:40:40,Diana Nwosu,Let's look at a practical example
TRN00000304,SES000014,2025-09-19 08:41:56,Charlie Adeyemi,"Good morning everyone, let's begin today's class"
TRN00000314,SES000014,2025-09-19 08:44:23,Rashida Smith,Remember to check your email for updates
TRN00000315,SES000014,2025-09-19 08:45:12,Charlie Adeyemi,Let's take a short break and continue
TRN00000305,SES000014,2025-09-19 08:46:14,Charlie Adeyemi,Please submit your work on the portal
TRN00000306,SES000014,2025-09-19 08:51:51,Charlie Adeyemi,Let me clarify that point
TRN00000307,SES000014,2025-09-19 08:52:03,Prof. Ibrahim Mohammed,Please submit your work on the portal
TRN00000318,SES000014,2025-09-19 08:53:13,Prof. Ibrahim Mohammed,The deadline for the assignment is next Friday
TRN00000317,SES000014,2025-09-19 08:54:45,Umar Nwosu,Any questions before we move on
TRN00000326,SES000015,2025-09-21 15:51:22,Nina Nwosu,We'll continue this topic in the next class
TRN00000324,SES000015,2025-09-21 15:52:29,Obi Bello,Make sure to review the reading material
TRN00000339,SES000015,2025-09-21 15:52:49,Wunmi Hassan,The deadline for the assignment is next Friday
TRN00000323,SES000015,2025-09-21 15:55:21,Patience Adeyemi,Please submit your work on the portal
TRN00000335,SES000015,2025-09-21 15:59:18,Dr. Fatima Bello,Let's look at a practical example
TRN00000340,SES000015,2025-09-21 15:59:35,Wunmi Hassan,"That's correct, well done"
TRN00000330,SES000015,2025-09-21 16:01:00,Nina Nwosu,Please pay attention to this important concept
TRN00000319,SES000015,2025-09-21 16:08:43,Funmi Mohammed,We'll continue this topic in the next class
TRN00000343,SES000015,2025-09-21 16:09:15,Patience Adeyemi,Make sure to review the reading material
TRN00000333,SES000015,2025-09-21 16:23:07,Funmi Mohammed,Let's look at a practical example
TRN00000348,SES000015,2025-09-21 16:28:20,Nina Nwosu,Let's look at a practical example
TRN00000336,SES000015,2025-09-21 16:37:45,Obi Bello,"Let's wrap up for today, see you next time"
TRN00000338,SES000015,2025-09-21 16:37:55,Dr. Fatima Bello,The deadline for the assignment is next Friday
TRN00000342,SES000015,2025-09-21 16:46:08,Dr. Fatima Bello,Let's take a short break and continue
TRN00000341,SES000015,2025-09-21 16:51:48,Nina Nwosu,Please pay attention to this important concept
TRN00000320,SES000015,2025-09-21 16:52:41,Funmi Mohammed,The deadline for the assignment is next Friday
TRN00000325,SES000015,2025-09-21 16:54:58,Obi Bello,Make sure to review the reading material
TRN00000346,SES000015,2025-09-21 16:59:20,Nina Nwosu,"That's correct, well done"
TRN00000331,SES000015,2025-09-21 17:00:55,Dr. Fatima Bello,"That's correct, well done"
TRN00000327,SES000015,2025-09-21 17:02:49,Funmi Mohammed,Who wants to share their screen
TRN00000334,SES000015,2025-09-21 17:06:41,Dr. Fatima Bello,Make sure to review the reading material
TRN00000337,SES000015,2025-09-21 17:19:26,Funmi Mohammed,Let's take a short break and continue
TRN00000329,SES000015,2025-09-21 17:22:45,Obi Bello,Let's look at a practical example
TRN00000328,SES000015,2025-09-21 17:30:18,Funmi Mohammed,Please submit your work on the portal
TRN00000322,SES000015,2025-09-21 17:30:55,Dr. Fatima Bello,The quiz will be open book
TRN00000332,SES000015,2025-09-21 17:35:41,Nina Nwosu,We'll continue this topic in the next class
TRN00000345,SES000015,2025-09-21 17:41:52,Obi Bello,Please submit your work on the portal
TRN00000321,SES000015,2025-09-21 17:42:57,Nina Nwosu,Make sure to review the reading material
TRN00000344,SES000015,2025-09-21 17:43:36,Wunmi Hassan,We'll continue this topic in the next class
TRN00000347,SES000015,2025-09-21 17:44:10,Dr. Fatima Bello,Remember to check your email for updates
TRN00000355,SES000016,2025-09-22 09:31:19,Sani Adeyemi,That's an interesting question
TRN00000357,SES000016,2025-09-22 09:32:32,Prof. Ahmed Abubakar,Great participation today
TRN00000349,SES000016,2025-09-22 09:33:18,Segun Hassan,The deadline for the assignment is next Friday
TRN00000350,SES000016,2025-09-22 09:33:19,Paula Mohammed,Please pay attention to this important concept
TRN00000364,SES000016,2025-09-22 09:34:22,Alice Bello,"Good morning everyone, let's begin today's class"
TRN00000361,SES000016,2025-09-22 09:51:18,Alice Bello,Remember to check your email for updates
TRN00000363,SES000016,2025-09-22 09:59:23,Ian Okafor,Great participation today
TRN00000356,SES000016,2025-09-22 10:00:45,Prof. Ahmed Abubakar,Can someone summarize what we covered last week
TRN00000360,SES000016,2025-09-22 10:00:47,Segun Hassan,Let's look at a practical example
TRN00000378,SES000016,2025-09-22 10:01:13,Alice Bello,The deadline for the assignment is next Friday
TRN00000367,SES000016,2025-09-22 10:12:33,Prof. Ahmed Abubakar,"That's correct, well done"
TRN00000375,SES000016,2025-09-22 10:19:45,Prof. Ahmed Abubakar,The quiz will be open book
TRN00000351,SES000016,2025-09-22 10:22:01,Paula Mohammed,Any questions before we move on
TRN00000372,SES000016,2025-09-22 10:33:32,Segun Hassan,Any questions before we move on
TRN00000373,SES000016,2025-09-22 10:37:01,Alice Bello,Can someone summarize what we covered last week
TRN00000376,SES000016,2025-09-22 10:45:17,Prof. Ahmed Abubakar,Everyone following so far
TRN00000354,SES000016,2025-09-22 10:45:32,Sani Adeyemi,Please pay attention to this important concept
TRN00000358,SES000016,2025-09-22 10:52:11,Ian Okafor,Let's look at a practical example
TRN00000369,SES000016,2025-09-22 10:54:07,Segun Hassan,"That's correct, well done"
TRN00000374,SES000016,2025-09-22 10:56:23,Ian Okafor,Let's take a short break and continue
TRN00000362,SES000016,2025-09-22 10:59:03,Prof. Ahmed Abubakar,"That's correct, well done"
TRN00000377,SES000016,2025-09-22 11:10:27,Alice Bello,That's an interesting question
TRN00000359,SES000016,2025-09-22 11:13:27,Paula Mohammed,"That's correct, well done"
TRN00000371,SES000016,2025-09-22 11:21:24,Segun Hassan,Can someone summarize what we covered last week
TRN00000366,SES000016,2025-09-22 11:25:40,Prof. Ahmed Abubakar,"Let's wrap up for today, see you next time"
TRN00000365,SES000016,2025-09-22 11:26:07,Sani Adeyemi,Remember to check your email for updates
TRN00000370,SES000016,2025-09-22 11:28:08,Ian Okafor,Make sure to review the reading material
TRN00000352,SES000016,2025-09-22 11:28:10,Segun Hassan,Let's look at a practical example
TRN00000368,SES000016,2025-09-22 11:28:10,Paula Mohammed,Let me clarify that point
TRN00000353,SES000016,2025-09-22 11:29:42,Segun Hassan,"That's correct, well done"
TRN00000400,SES000017,2025-09-22 14:02:39,Dr. Amina Okafor,"Good morning everyone, let's begin today's class"
TRN00000382,SES000017,2025-09-22 14:04:52,Quadri Smith,The quiz will be open book
TRN00000386,SES000017,2025-09-22 14:13:43,Paula Mohammed,Make sure to review the reading material
TRN00000399,SES000017,2025-09-22 14:13:48,Quadri Smith,Please submit your work on the portal
TRN00000381,SES000017,2025-09-22 14:18:01,Quadri Smith,"That's correct, well done"
TRN00000390,SES000017,2025-09-22 14:20:27,Quadri Smith,"Good morning everyone, let's begin today's class"
TRN00000398,SES000017,2025-09-22 14:27:23,Paula Mohammed,"Let's wrap up for today, see you next time"
TRN00000389,SES000017,2025-09-22 14:27:43,Dr. Amina Okafor,The quiz will be open book
TRN00000383,SES000017,2025-09-22 14:37:09,Xena Adeyemi,Please pay attention to this important concept
TRN00000394,SES000017,2025-09-22 14:46:04,Paula Mohammed,Make sure to review the reading material
TRN00000397,SES000017,2025-09-22 14:49:24,Xena Adeyemi,"This will be on the exam, so take notes"
TRN00000379,SES000017,2025-09-22 14:49:28,Dr. Amina Okafor,Please pay attention to this important concept
TRN00000385,SES000017,2025-09-22 14:49:35,Dr. Amina Okafor,Who wants to share their screen
TRN00000396,SES000017,2025-09-22 14:52:24,Paula Mohammed,Please submit your work on the portal
TRN00000380,SES000017,2025-09-22 14:54:55,Paula Mohammed,Everyone following so far
TRN00000391,SES000017,2025-09-22 15:05:13,Quadri Smith,"That's correct, well done"
TRN00000384,SES000017,2025-09-22 15:06:15,Paula Mohammed,Can someone summarize what we covered last week
TRN00000395,SES000017,2025-09-22 15:16:55,Dr. Amina Okafor,Make sure to review the reading material
TRN00000393,SES000017,2025-09-22 15:17:25,Xena Adeyemi,Everyone following so far
TRN00000388,SES000017,2025-09-22 15:20:47,Xena Adeyemi,Great participation today
TRN00000392,SES000017,2025-09-22 15:27:04,Paula Mohammed,Who wants to share their screen
TRN00000387,SES000017,2025-09-22 15:29:46,Paula Mohammed,"Good morning everyone, let's begin today's class"
TRN00000408,SES000018,2025-09-25 11:45:22,Prof. Ibrahim Mohammed,Make sure to review the reading material
TRN00000414,SES000018,2025-09-25 11:51:40,Yakubu Hassan,Please pay attention to this important concept
TRN00000402,SES000018,2025-09-25 11:51:57,Zainab Hassan,Any questions before we move on
TRN00000407,SES000018,2025-09-25 12:03:17,Zainab Hassan,That's an interesting question
TRN00000404,SES000018,2025-09-25 12:09:36,Prof. Ibrahim Mohammed,"That's correct, well done"
TRN00000412,SES000018,2025-09-25 12:11:31,Fiona Nwosu,Let's take a short break and continue
TRN00000406,SES000018,2025-09-25 12:20:27,Alice Abubakar,Please pay attention to this important concept
TRN00000409,SES000018,2025-09-25 12:24:25,Patience Adeyemi,That's an interesting question
TRN00000413,SES000018,2025-09-25 12:28:53,Alice Abubakar,Can someone summarize what we covered last week
TRN00000403,SES000018,2025-09-25 12:31:32,Zainab Hassan,We'll continue this topic in the next class
TRN00000405,SES000018,2025-09-25 12:33:41,Patience Adeyemi,Everyone following so far
TRN00000411,SES000018,2025-09-25 12:33:55,Fiona Nwosu,Let's take a short break and continue
TRN00000415,SES000018,2025-09-25 12:37:04,Fiona Nwosu,"Let's wrap up for today, see you next time"
TRN00000401,SES000018,2025-09-25 12:39:17,Yakubu Hassan,Let's take a short break and continue
TRN00000410,SES000018,2025-09-25 12:44:12,Patience Adeyemi,Please submit your work on the portal
TRN00000420,SES000019,2025-09-27 11:00:57,Temitope Adeyemi,"Good morning everyone, let's begin today's class"
TRN00000426,SES000019,2025-09-27 11:02:51,Funmi Mohammed,Let me clarify that point
TRN00000416,SES000019,2025-09-27 11:02:54,Michael Johnson,The deadline for the assignment is next Friday
TRN00000422,SES000019,2025-09-27 11:04:24,Temitope Adeyemi,Who wants to share their screen
TRN00000427,SES000019,2025-09-27 11:12:51,Temitope Adeyemi,Let's look at a practical example
TRN00000421,SES000019,2025-09-27 11:15:18,Temitope Adeyemi,That's an interesting question
TRN00000423,SES000019,2025-09-27 11:16:22,Musa Johnson,The quiz will be open book
TRN00000433,SES000019,2025-09-27 11:19:24,Prof. Kunle Nwosu,"This will be on the exam, so take notes"
TRN00000428,SES000019,2025-09-27 11:19:50,Musa Johnson,Please submit your work on the portal
TRN00000424,SES000019,2025-09-27 11:22:03,Temitope Adeyemi,Great participation today
TRN00000417,SES000019,2025-09-27 11:23:05,Prof. Kunle Nwosu,Please pay attention to this important concept
TRN00000429,SES000019,2025-09-27 11:38:44,Michael Johnson,"Let's wrap up for today, see you next time"
TRN00000418,SES000019,2025-09-27 11:51:14,Funmi Mohammed,Please pay attention to this important concept
TRN00000430,SES000019,2025-09-27 11:58:53,Funmi Mohammed,Everyone following so far
TRN00000425,SES000019,2025-09-27 12:04:36,Musa Johnson,That's an interesting question
TRN00000432,SES000019,2025-09-27 12:08:08,Michael Johnson,"Good morning everyone, let's begin today's class"
TRN00000419,SES000019,2025-09-27 12:11:18,Quinn Smith,"Let's wrap up for today, see you next time"
TRN00000431,SES000019,2025-09-27 12:13:26,Musa Johnson,Remember to check your email for updates
TRN00000455,SES000020,2025-09-29 08:01:38,Alice Bello,Let's take a short break and continue
TRN00000443,SES000020,2025-09-29 08:04:11,Prof. David Johnson,Can someone summarize what we covered last week
TRN00000450,SES000020,2025-09-29 08:06:46,Alice Abubakar,"This will be on the exam, so take notes"
TRN00000463,SES000020,2025-09-29 08:07:41,Idris Adeyemi,Let's take a short break and continue
TRN00000467,SES000020,2025-09-29 08:09:52,Idris Adeyemi,Remember to check your email for updates
TRN00000464,SES000020,2025-09-29 08:18:54,Alice Bello,That's an interesting question
TRN00000460,SES000020,2025-09-29 08:21:55,Alice Abubakar,"This will be on the exam, so take notes"
TRN00000461,SES000020,2025-09-29 08:25:28,Alice Bello,Everyone following so far
TRN00000456,SES000020,2025-09-29 08:30:40,Alice Bello,Can someone summarize what we covered last week
TRN00000469,SES000020,2025-09-29 08:31:01,Alice Bello,The deadline for the assignment is next Friday
TRN00000452,SES000020,2025-09-29 08:31:47,Idris Adeyemi,Everyone following so far
TRN00000448,SES000020,2025-09-29 08:37:57,Idris Adeyemi,The deadline for the assignment is next Friday
TRN00000444,SES000020,2025-09-29 08:39:38,Prof. David Johnson,Everyone following so far
TRN00000454,SES000020,2025-09-29 08:41:11,Alice Abubakar,Everyone following so far
TRN00000458,SES000020,2025-09-29 08:47:21,Idris Adeyemi,Let's look at a practical example
TRN00000462,SES000020,2025-09-29 08:50:55,Alice Abubakar,Remember to check your email for updates
TRN00000446,SES000020,2025-09-29 08:53:27,Idris Adeyemi,Everyone following so far
TRN00000470,SES000020,2025-09-29 08:55:45,Alice Abubakar,"Let's wrap up for today, see you next time"
TRN00000441,SES000020,2025-09-29 08:59:29,Prof. David Johnson,Let's take a short break and continue
TRN00000435,SES000020,2025-09-29 09:02:05,Alice Bello,Who wants to share their screen
TRN00000436,SES000020,2025-09-29 09:02:07,Idris Adeyemi,We'll continue this topic in the next class
TRN00000438,SES000020,2025-09-29 09:08:57,Idris Adeyemi,Any questions before we move on
TRN00000447,SES000020,2025-09-29 09:09:26,Alice Abubakar,Great participation today
TRN00000465,SES000020,2025-09-29 09:12:36,Prof. David Johnson,Please pay attention to this important concept
TRN00000468,SES000020,2025-09-29 09:13:13,Alice Abubakar,Remember to check your email for updates
TRN00000453,SES000020,2025-09-29 09:21:08,Alice Bello,Can someone summarize what we covered last week
TRN00000451,SES000020,2025-09-29 09:28:18,Prof. David Johnson,Please submit your work on the portal
TRN00000459,SES000020,2025-09-29 09:31:38,Idris Adeyemi,The deadline for the assignment is next Friday
TRN00000445,SES000020,2025-09-29 09:35:35,Idris Adeyemi,We'll continue this topic in the next class
TRN00000442,SES000020,2025-09-29 09:39:12,Idris Adeyemi,That's an interesting question
TRN00000437,SES000020,2025-09-29 09:42:50,Idris Adeyemi,"That's correct, well done"
TRN00000466,SES000020,2025-09-29 09:46:03,Alice Abubakar,Great participation today
TRN00000449,SES000020,2025-09-29 09:52:43,Prof. David Johnson,Can someone summarize what we covered last week
TRN00000457,SES000020,2025-09-29 09:56:50,Prof. David Johnson,Let's look at a practical example
TRN00000440,SES000020,2025-09-29 09:59:33,Idris Adeyemi,Who wants to share their screen
TRN00000439,SES000020,2025-09-29 10:08:04,Prof. David Johnson,The quiz will be open book
TRN00000434,SES000020,2025-09-29 10:12:45,Prof. David Johnson,"Good morning everyone, let's begin today's class"
TRN00000484,SES000021,2025-09-29 11:47:07,Diana Nwosu,The quiz will be open book
TRN00000472,SES000021,2025-09-29 11:48:35,Diana Nwosu,Let's look at a practical example
TRN00000480,SES000021,2025-09-29 11:51:31,Diana Nwosu,"This will be on the exam, so take notes"
TRN00000475,SES000021,2025-09-29 11:53:18,Quadri Smith,Let's take a short break and continue
TRN00000488,SES000021,2025-09-29 11:59:37,Julia Hassan,Make sure to review the reading material
TRN00000486,SES000021,2025-09-29 12:01:21,Prof. Ahmed Abubakar,Any questions before we move on
TRN00000483,SES000021,2025-09-29 12:06:11,Julia Hassan,Great participation today
TRN00000485,SES000021,2025-09-29 12:08:17,Diana Nwosu,Everyone following so far
TRN00000482,SES000021,2025-09-29 12:26:44,Kevin Okonkwo,The quiz will be open book
TRN00000481,SES000021,2025-09-29 12:33:11,Prof. Ahmed Abubakar,"That's correct, well done"
TRN00000479,SES000021,2025-09-29 12:37:12,Kevin Okonkwo,Who wants to share their screen
TRN00000476,SES000021,2025-09-29 12:37:45,Julia Hassan,Everyone following so far
TRN00000471,SES000021,2025-09-29 12:40:26,Diana Nwosu,Please pay attention to this important concept
TRN00000473,SES000021,2025-09-29 12:42:47,Esther Adeyemi,That's an interesting question
TRN00000474,SES000021,2025-09-29 12:44:15,Prof. Ahmed Abubakar,Any questions before we move on
TRN00000478,SES000021,2025-09-29 12:48:17,Diana Nwosu,That's an interesting question
TRN00000477,SES000021,2025-09-29 12:50:28,Quadri Smith,"This will be on the exam, so take notes"
TRN00000487,SES000021,2025-09-29 12:56:07,Julia Hassan,Who wants to share their screen
TRN00000491,SES000022,2025-10-01 12:54:37,Prof. Kunle Nwosu,Make sure to review the reading material
TRN00000492,SES000022,2025-10-01 12:57:40,Gloria Bello,Remember to check your email for updates
TRN00000500,SES000022,2025-10-01 12:58:17,Prof. Kunle Nwosu,Everyone following so far
TRN00000503,SES000022,2025-10-01 13:00:21,Prof. Kunle Nwosu,Make sure to review the reading material
TRN00000490,SES000022,2025-10-01 13:07:00,Gloria Bello,Who wants to share their screen
TRN00000501,SES000022,2025-10-01 13:18:22,Quadri Smith,"Good morning everyone, let's begin today's class"
TRN00000489,SES000022,2025-10-01 13:21:05,Gloria Bello,Any questions before we move on
TRN00000498,SES000022,2025-10-01 13:21:11,Quadri Smith,"Let's wrap up for today, see you next time"
TRN00000495,SES000022,2025-10-01 13:21:38,Prof. Kunle Nwosu,The quiz will be open book
TRN00000502,SES000022,2025-10-01 13:35:06,Gloria Bello,Remember to check your email for updates
TRN00000493,SES000022,2025-10-01 13:36:58,Gbenga Johnson,Who wants to share their screen
TRN00000499,SES000022,2025-10-01 13:37:39,Prof. Kunle Nwosu,Who wants to share their screen
TRN00000497,SES000022,2025-10-01 13:38:10,Bob Hassan,Let's look at a practical example
TRN00000496,SES000022,2025-10-01 13:39:02,Temitope Adeyemi,Can someone summarize what we covered last week
TRN00000494,SES000022,2025-10-01 13:41:51,Temitope Adeyemi,Please pay attention to this important concept
TRN00000505,SES000023,2025-10-02 15:46:16,Prof. Ahmed Abubakar,Everyone following so far
TRN00000512,SES000023,2025-10-02 15:47:23,Bob Hassan,That's an interesting question
TRN00000511,SES000023,2025-10-02 15:51:55,Bob Hassan,Great participation today
TRN00000516,SES000023,2025-10-02 15:52:56,Hannah Nwosu,Make sure to review the reading material
TRN00000508,SES000023,2025-10-02 15:54:42,Prof. Ahmed Abubakar,The quiz will be open book
TRN00000510,SES000023,2025-10-02 16:07:25,Prof. Ahmed Abubakar,We'll continue this topic in the next class
TRN00000514,SES000023,2025-10-02 16:08:46,Hannah Nwosu,"Good morning everyone, let's begin today's class"
TRN00000518,SES000023,2025-10-02 16:17:08,Esther Adeyemi,Remember to check your email for updates
TRN00000513,SES000023,2025-10-02 16:18:06,Hannah Nwosu,Let's take a short break and continue
TRN00000517,SES000023,2025-10-02 16:19:48,Musa Johnson,Everyone following so far
TRN00000504,SES000023,2025-10-02 16:23:22,Bob Hassan,Let's take a short break and continue
TRN00000506,SES000023,2025-10-02 16:28:30,Musa Johnson,Great participation today
TRN00000507,SES000023,2025-10-02 16:39:02,Musa Johnson,The quiz will be open book
TRN00000515,SES000023,2025-10-02 16:43:00,Musa Johnson,The quiz will be open book
TRN00000509,SES000023,2025-10-02 16:44:03,Prof. Ahmed Abubakar,"Good morning everyone, let's begin today's class"
TRN00000520,SES000024,2025-10-03 08:52:56,Gloria Bello,Who wants to share their screen
TRN00000524,SES000024,2025-10-03 08:56:09,Bob Okafor,Let me clarify that point
TRN00000525,SES000024,2025-10-03 08:57:17,Gloria Bello,Everyone following so far
TRN00000529,SES000024,2025-10-03 08:58:00,Gloria Bello,"Let's wrap up for today, see you next time"
TRN00000527,SES000024,2025-10-03 08:59:54,Abdul Nwosu,"This will be on the exam, so take notes"
TRN00000526,SES000024,2025-10-03 09:00:28,Abdul Nwosu,We'll continue this topic in the next class
TRN00000528,SES000024,2025-10-03 09:00:35,Zubair Mohammed,Can someone summarize what we covered last week
TRN00000521,SES000024,2025-10-03 09:10:26,Zubair Mohammed,We'll continue this topic in the next class
TRN00000522,SES000024,2025-10-03 09:13:59,Bob Okafor,Who wants to share their screen
TRN00000523,SES000024,2025-10-03 09:25:55,Zubair Mohammed,"Let's wrap up for today, see you next time"
TRN00000519,SES000024,2025-10-03 09:28:55,Dara Okafor,Make sure to review the reading material
TRN00000542,SES000025,2025-10-05 10:01:00,Habib Hassan,"This will be on the exam, so take notes"
TRN00000540,SES000025,2025-10-05 10:04:33,Zubair Mohammed,"That's correct, well done"
TRN00000549,SES000025,2025-10-05 10:10:14,Habib Hassan,That's an interesting question
TRN00000530,SES000025,2025-10-05 10:10:45,Williams Okonkwo,Can someone summarize what we covered last week
TRN00000539,SES000025,2025-10-05 10:11:43,Umaru Hassan,Everyone following so far
TRN00000543,SES000025,2025-10-05 10:25:24,Habib Hassan,Everyone following so far
TRN00000545,SES000025,2025-10-05 10:29:21,Qudus Smith,Make sure to review the reading material
TRN00000547,SES000025,2025-10-05 10:29:44,Prof. Ibrahim Mohammed,Please submit your work on the portal
TRN00000544,SES000025,2025-10-05 10:32:48,Qudus Smith,"This will be on the exam, so take notes"
TRN00000548,SES000025,2025-10-05 10:35:52,Habib Hassan,Let's take a short break and continue
TRN00000533,SES000025,2025-10-05 10:36:15,Prof. Ibrahim Mohammed,Make sure to review the reading material
TRN00000534,SES000025,2025-10-05 10:42:04,Habib Hassan,"Good morning everyone, let's begin today's class"
TRN00000532,SES000025,2025-10-05 10:43:50,Umaru Hassan,Please pay attention to this important concept
TRN00000531,SES000025,2025-10-05 10:44:34,Qudus Smith,Let me clarify that point
TRN00000538,SES000025,2025-10-05 10:52:31,Umaru Hassan,Remember to check your email for updates
TRN00000551,SES000025,2025-10-05 10:59:43,Umaru Hassan,Remember to check your email for updates
TRN00000535,SES000025,2025-10-05 11:01:12,Qudus Smith,Please submit your work on the portal
TRN00000550,SES000025,2025-10-05 11:05:44,Umaru Hassan,Please pay attention to this important concept
TRN00000546,SES000025,2025-10-05 11:12:55,Prof. Ibrahim Mohammed,"That's correct, well done"
TRN00000537,SES000025,2025-10-05 11:18:49,Williams Okonkwo,Great participation today
TRN00000541,SES000025,2025-10-05 11:19:36,Prof. Ibrahim Mohammed,We'll continue this topic in the next class
TRN00000536,SES000025,2025-10-05 11:29:00,Habib Hassan,Any questions before we move on
TRN00000584,SES000026,2025-10-05 12:15:53,Rachel Smith,"This will be on the exam, so take notes"
TRN00000565,SES000026,2025-10-05 12:18:46,Wunmi Hassan,Make sure to review the reading material
TRN00000555,SES000026,2025-10-05 12:21:52,Oscar Smith,The deadline for the assignment is next Friday
TRN00000561,SES000026,2025-10-05 12:32:32,Dr. Chioma Adeyemi,Let me clarify that point
TRN00000553,SES000026,2025-10-05 12:32:51,Dr. Chioma Adeyemi,Let's take a short break and continue
TRN00000575,SES000026,2025-10-05 12:32:54,Oscar Smith,The deadline for the assignment is next Friday
TRN00000572,SES000026,2025-10-05 12:33:42,Dr. Chioma Adeyemi,Any questions before we move on
TRN00000569,SES000026,2025-10-05 12:43:24,Oscar Smith,That's an interesting question
TRN00000585,SES000026,2025-10-05 12:45:34,Dr. Chioma Adeyemi,Let me clarify that point
TRN00000567,SES000026,2025-10-05 12:49:01,Wunmi Hassan,Remember to check your email for updates
TRN00000552,SES000026,2025-10-05 12:54:01,Oscar Smith,Please pay attention to this important concept
TRN00000563,SES000026,2025-10-05 13:03:05,Oscar Smith,Let me clarify that point
TRN00000574,SES000026,2025-10-05 13:05:24,Rachel Smith,Everyone following so far
TRN00000588,SES000026,2025-10-05 13:08:57,Oscar Smith,Remember to check your email for updates
TRN00000582,SES000026,2025-10-05 13:10:00,Dr. Chioma Adeyemi,Let's take a short break and continue
TRN00000564,SES000026,2025-10-05 13:18:11,Oscar Smith,"Good morning everyone, let's begin today's class"
TRN00000587,SES000026,2025-10-05 13:24:39,Rachel Smith,We'll continue this topic in the next class
TRN00000556,SES000026,2025-10-05 13:24:43,Oscar Smith,Remember to check your email for updates
TRN00000579,SES000026,2025-10-05 13:26:31,Rachel Smith,"That's correct, well done"
TRN00000576,SES000026,2025-10-05 13:26:37,Oscar Smith,Can someone summarize what we covered last week
TRN00000573,SES000026,2025-10-05 13:31:48,Wunmi Hassan,Let me clarify that point
TRN00000586,SES000026,2025-10-05 13:33:09,Oscar Smith,Everyone following so far
TRN00000560,SES000026,2025-10-05 13:38:22,Oscar Smith,The deadline for the assignment is next Friday
TRN00000558,SES000026,2025-10-05 13:40:12,Dr. Chioma Adeyemi,"This will be on the exam, so take notes"
TRN00000559,SES000026,2025-10-05 13:43:22,Wunmi Hassan,Everyone following so far
TRN00000583,SES000026,2025-10-05 13:47:40,Dr. Chioma Adeyemi,Make sure to review the reading material
TRN00000568,SES000026,2025-10-05 13:54:55,Oscar Smith,Please submit your work on the portal
TRN00000570,SES000026,2025-10-05 14:13:23,Dr. Chioma Adeyemi,Please submit your work on the portal
TRN00000578,SES000026,2025-10-05 14:13:29,Rachel Smith,"That's correct, well done"
TRN00000581,SES000026,2025-10-05 14:18:16,Rachel Smith,Any questions before we move on
TRN00000554,SES000026,2025-10-05 14:20:57,Oscar Smith,Let's look at a practical example
TRN00000557,SES000026,2025-10-05 14:26:28,Rachel Smith,That's an interesting question
TRN00000562,SES000026,2025-10-05 14:34:46,Wunmi Hassan,The quiz will be open book
TRN00000580,SES000026,2025-10-05 14:35:58,Dr. Chioma Adeyemi,The deadline for the assignment is next Friday
TRN00000571,SES000026,2025-10-05 14:39:35,Dr. Chioma Adeyemi,"This will be on the exam, so take notes"
TRN00000577,SES000026,2025-10-05 14:43:51,Oscar Smith,The deadline for the assignment is next Friday
TRN00000566,SES000026,2025-10-05 14:44:51,Rachel Smith,Can someone summarize what we covered last week
TRN00000602,SES000027,2025-10-06 08:01:49,Vera Bello,Please submit your work on the portal
TRN00000604,SES000027,2025-10-06 08:01:57,Dayo Bello,Let's look at a practical example
TRN00000600,SES000027,2025-10-06 08:09:55,Paula Mohammed,We'll continue this topic in the next class
TRN00000589,SES000027,2025-10-06 08:13:04,Vera Bello,Make sure to review the reading material
TRN00000592,SES000027,2025-10-06 08:14:05,Ian Okafor,"That's correct, well done"
TRN00000591,SES000027,2025-10-06 08:22:01,Paula Mohammed,We'll continue this topic in the next class
TRN00000596,SES000027,2025-10-06 08:23:52,Dr. Ngozi Okonkwo,The deadline for the assignment is next Friday
TRN00000594,SES000027,2025-10-06 08:25:18,Peace Mohammed,Please submit your work on the portal
TRN00000599,SES000027,2025-10-06 08:33:21,Ian Okafor,Let's take a short break and continue
TRN00000593,SES000027,2025-10-06 08:49:40,Peace Mohammed,The deadline for the assignment is next Friday
TRN00000597,SES000027,2025-10-06 08:54:16,Dayo Bello,"That's correct, well done"
TRN00000598,SES000027,2025-10-06 08:55:43,Dr. Ngozi Okonkwo,Make sure to review the reading material
TRN00000605,SES000027,2025-10-06 08:56:28,Paula Mohammed,"This will be on the exam, so take notes"
TRN00000590,SES000027,2025-10-06 09:04:51,Paula Mohammed,Any questions before we move on
TRN00000603,SES000027,2025-10-06 09:07:19,Peace Mohammed,"Let's wrap up for today, see you next time"
TRN00000601,SES000027,2025-10-06 09:11:08,Dayo Bello,Let me clarify that point
