participant_id,session_id,student_id,student_name,joined_at,left_at,engagement_profile
PAR000253,SES000018,STU003,Charlie Adeyemi,2025-09-25 11:45:00,2025-09-25 12:45:00,low_engaged
PAR000254,SES000018,STU044,Rashida Smith,2025-09-25 11:46:00,2025-09-25 12:45:00,high_engaged
PAR000255,SES000018,STU056,Dayo Bello,2025-09-25 11:51:00,2025-09-25 12:45:00,erratic
PAR000256,SES000018,STU024,Xena Adeyemi,2025-09-25 11:49:00,2025-09-25 12:45:00,moderate
PAR000257,SES000018,STU054,Blessing Okonkwo,2025-09-25 11:46:00,2025-09-25 12:45:00,high_engaged
PAR000258,SES000018,STU004,Diana Nwosu,2025-09-25 11:48:00,2025-09-25 12:45:00,moderate
PAR000259,SES000018,STU068,Peace Mohammed,2025-09-25 11:54:00,2025-09-25 12:45:00,erratic
PAR000260,SES000018,STU041,Olu Mohammed,2025-09-25 11:53:00,2025-09-25 12:45:00,erratic
PAR000261,SES000018,STU049,Wunmi Hassan,2025-09-25 11:51:00,2025-09-25 12:45:00,erratic
PAR000262,SES000018,STU033,Gbenga Johnson,2025-09-25 11:49:00,2025-09-25 12:23:00,erratic
PAR000263,SES000018,STU012,Linda Bello,2025-09-25 11:53:00,2025-09-25 12:45:00,low_engaged
PAR000264,SES000018,STU008,Hannah Nwosu,2025-09-25 11:52:00,2025-09-25 12:37:00,moderate
PAR000265,SES000018,STU007,George Okonkwo,2025-09-25 11:48:00,2025-09-25 12:45:00,high_engaged
PAR000266,SES000018,STU035,Ifeanyi Abubakar,2025-09-25 11:45:00,2025-09-25 12:45:00,moderate
PAR000267,SES000019,STU013,Michael Johnson,2025-09-27 11:09:00,2025-09-27 12:15:00,erratic
PAR000268,SES000019,STU032,Funmi Mohammed,2025-09-27 11:02:00,2025-09-27 12:08:00,erratic
PAR000269,SES000019,STU072,Temitope Adeyemi,2025-09-27 11:04:00,2025-09-27 12:15:00,low_engaged
PAR000270,SES000019,STU017,Quinn Smith,2025-09-27 11:10:00,2025-09-27 12:15:00,erratic
PAR000271,SES000019,STU039,Musa Johnson,2025-09-27 11:05:00,2025-09-27 12:15:00,moderate
PAR000272,SES000019,STU073,Umaru Hassan,2025-09-27 11:03:00,2025-09-27 12:15:00,high_engaged
PAR000273,SES000019,STU053,Abdul Nwosu,2025-09-27 11:08:00,2025-09-27 12:15:00,high_engaged
PAR000274,SES000019,STU058,Femi Smith,2025-09-27 11:02:00,2025-09-27 12:15:00,erratic
PAR000275,SES000019,STU011,Kevin Okonkwo,2025-09-27 11:09:00,2025-09-27 12:15:00,high_engaged
PAR000276,SES000019,STU065,Maryam Okafor,2025-09-27 11:01:00,2025-09-27 12:15:00,high_engaged
PAR000277,SES000019,STU027,Ade Hassan,2025-09-27 11:01:00,2025-09-27 12:15:00,high_engaged
PAR000278,SES000019,STU019,Sam Abubakar,2025-09-27 11:08:00,2025-09-27 12:15:00,moderate
PAR000279,SES000019,STU048,Victor Abubakar,2025-09-27 11:06:00,2025-09-27 12:15:00,moderate
PAR000280,SES000019,STU022,Vera Bello,2025-09-27 11:08:00,2025-09-27 12:15:00,low_engaged
PAR000281,SES000019,STU079,Bob Hassan,2025-09-27 11:05:00,2025-09-27 12:15:00,low_engaged
PAR000282,SES000019,STU055,Chinwe Okafor,2025-09-27 11:05:00,2025-09-27 12:15:00,erratic
PAR000283,SES000019,STU075,Williams Okonkwo,2025-09-27 11:07:00,2025-09-27 12:15:00,erratic
PAR000284,SES000019,STU003,Charlie Adeyemi,2025-09-27 11:10:00,2025-09-27 12:15:00,low_engaged
PAR000285,SES000019,STU001,Alice Bello,2025-09-27 11:05:00,2025-09-27 12:15:00,low_engaged
PAR000286,SES000019,STU074,Vivian Hassan,2025-09-27 11:09:00,2025-09-27 12:15:00,erratic
PAR000287,SES000019,STU030,Dara Okafor,2025-09-27 11:02:00,2025-09-27 12:15:00,low_engaged
PAR000288,SES000020,STU078,Alice Abubakar,2025-09-29 08:00:00,2025-09-29 10:30:00,moderate
PAR000289,SES000020,STU061,Idris Adeyemi,2025-09-29 08:06:00,2025-09-29 10:30:00,moderate
PAR000290,SES000020,STU001,Alice Bello,2025-09-29 08:07:00,2025-09-29 10:30:00,low_engaged
PAR000291,SES000021,STU011,Kevin Okonkwo,2025-09-29 11:45:00,2025-09-29 13:00:00,high_engaged
PAR000292,SES000021,STU010,Julia Hassan,2025-09-29 11:55:00,2025-09-29 13:00:00,high_engaged
PAR000293,SES000021,STU069,Quadri Smith,2025-09-29 11:50:00,2025-09-29 13:00:00,high_engaged
PAR000294,SES000021,STU004,Diana Nwosu,2025-09-29 11:54:00,2025-09-29 13:00:00,moderate
PAR000295,SES000021,STU057,Esther Adeyemi,2025-09-29 11:48:00,2025-09-29 13:00:00,moderate
PAR000296,SES000021,STU016,Paula Mohammed,2025-09-29 11:52:00,2025-09-29 13:00:00,low_engaged
PAR000297,SES000021,STU046,Tolu Okonkwo,2025-09-29 11:45:00,2025-09-29 13:00:00,moderate
PAR000298,SES000021,STU049,Wunmi Hassan,2025-09-29 11:54:00,2025-09-29 13:00:00,erratic
PAR000299,SES000021,STU074,Vivian Hassan,2025-09-29 11:48:00,2025-09-29 13:00:00,erratic
PAR000300,SES000021,STU050,Xavier Okafor,2025-09-29 11:55:00,2025-09-29 13:00:00,low_engaged
PAR000301,SES000021,STU023,Wale Smith,2025-09-29 11:49:00,2025-09-29 13:00:00,moderate
PAR000302,SES000021,STU002,Bob Okafor,2025-09-29 11:52:00,2025-09-29 13:00:00,low_engaged
PAR000303,SES000021,STU075,Williams Okonkwo,2025-09-29 11:48:00,2025-09-29 13:00:00,erratic
PAR000304,SES000021,STU060,Habib Hassan,2025-09-29 11:54:00,2025-09-29 13:00:00,moderate
PAR000305,SES000021,STU048,Victor Abubakar,2025-09-29 11:54:00,2025-09-29 13:00:00,moderate
PAR000306,SES000021,STU025,Yusuf Mohammed,2025-09-29 11:46:00,2025-09-29 13:00:00,high_engaged
PAR000307,SES000021,STU076,Yakubu Hassan,2025-09-29 11:46:00,2025-09-29 12:20:00,low_engaged
PAR000308,SES000021,STU001,Alice Bello,2025-09-29 11:53:00,2025-09-29 13:00:00,low_engaged
PAR000309,SES000021,STU015,Oscar Smith,2025-09-29 11:49:00,2025-09-29 13:00:00,high_engaged
PAR000310,SES000021,STU066,Nnamdi Nwosu,2025-09-29 11:55:00,2025-09-29 12:44:00,erratic
PAR000311,SES000022,STU069,Quadri Smith,2025-10-01 12:49:00,2025-10-01 13:45:00,high_engaged
PAR000312,SES000022,STU079,Bob Hassan,2025-10-01 12:53:00,2025-10-01 13:45:00,low_engaged
PAR000313,SES000022,STU033,Gbenga Johnson,2025-10-01 12:45:00,2025-10-01 13:45:00,erratic
PAR000314,SES000022,STU072,Temitope Adeyemi,2025-10-01 12:50:00,2025-10-01 13:31:00,low_engaged
PAR000315,SES000022,STU059,Gloria Bello,2025-10-01 12:45:00,2025-10-01 13:45:00,low_engaged
PAR000316,SES000022,STU001,Alice Bello,2025-10-01 12:48:00,2025-10-01 13:45:00,low_engaged
PAR000317,SES000022,STU055,Chinwe Okafor,2025-10-01 12:51:00,2025-10-01 13:45:00,erratic
PAR000318,SES000022,STU007,George Okonkwo,2025-10-01 12:48:00,2025-10-01 13:45:00,high_engaged
PAR000319,SES000022,STU042,Patience Adeyemi,2025-10-01 12:50:00,2025-10-01 13:45:00,moderate
PAR000320,SES000022,STU056,Dayo Bello,2025-10-01 12:55:00,2025-10-01 13:45:00,erratic
PAR000321,SES000022,STU053,Abdul Nwosu,2025-10-01 12:45:00,2025-10-01 13:45:00,high_engaged
PAR000322,SES000022,STU036,Jide Abubakar,2025-10-01 12:45:00,2025-10-01 13:45:00,high_engaged
PAR000323,SES000022,STU016,Paula Mohammed,2025-10-01 12:55:00,2025-10-01 13:45:00,low_engaged
PAR000324,SES000022,STU067,Obi Bello,2025-10-01 12:49:00,2025-10-01 13:45:00,high_engaged
PAR000325,SES000022,STU060,Habib Hassan,2025-10-01 12:52:00,2025-10-01 13:45:00,moderate
PAR000326,SES000022,STU064,Lami Johnson,2025-10-01 12:50:00,2025-10-01 13:45:00,moderate
PAR000327,SES000022,STU047,Uche Okonkwo,2025-10-01 12:50:00,2025-10-01 13:45:00,moderate
PAR000328,SES000022,STU034,Halima Nwosu,2025-10-01 12:48:00,2025-10-01 13:45:00,high_engaged
PAR000329,SES000022,STU049,Wunmi Hassan,2025-10-01 12:54:00,2025-10-01 13:45:00,erratic
PAR000330,SES000022,STU003,Charlie Adeyemi,2025-10-01 12:46:00,2025-10-01 13:45:00,low_engaged
PAR000331,SES000022,STU057,Esther Adeyemi,2025-10-01 12:54:00,2025-10-01 13:45:00,moderate
PAR000332,SES000022,STU065,Maryam Okafor,2025-10-01 12:45:00,2025-10-01 13:45:00,high_engaged
PAR000333,SES000022,STU015,Oscar Smith,2025-10-01 12:51:00,2025-10-01 13:45:00,high_engaged
PAR000334,SES000022,STU004,Diana Nwosu,2025-10-01 12:46:00,2025-10-01 13:45:00,moderate
PAR000335,SES000023,STU057,Esther Adeyemi,2025-10-02 15:55:00,2025-10-02 16:45:00,moderate
PAR000336,SES000023,STU008,Hannah Nwosu,2025-10-02 15:46:00,2025-10-02 16:45:00,moderate
PAR000337,SES000023,STU039,Musa Johnson,2025-10-02 15:53:00,2025-10-02 16:45:00,moderate
PAR000338,SES000023,STU079,Bob Hassan,2025-10-02 15:51:00,2025-10-02 16:45:00,low_engaged
PAR000339,SES000024,STU053,Abdul Nwosu,2025-10-03 08:48:00,2025-10-03 09:30:00,high_engaged
PAR000340,SES000024,STU030,Dara Okafor,2025-10-03 08:47:00,2025-10-03 09:30:00,low_engaged
PAR000341,SES000024,STU077,Zubair Mohammed,2025-10-03 08:49:00,2025-10-03 09:30:00,low_engaged
PAR000342,SES000024,STU002,Bob Okafor,2025-10-03 08:52:00,2025-10-03 09:30:00,low_engaged
PAR000343,SES000024,STU059,Gloria Bello,2025-10-03 08:52:00,2025-10-03 09:30:00,low_engaged
PAR000344,SES000024,STU050,Xavier Okafor,2025-10-03 08:47:00,2025-10-03 09:30:00,low_engaged
PAR000345,SES000024,STU060,Habib Hassan,2025-10-03 08:45:00,2025-10-03 09:30:00,moderate
PAR000346,SES000024,STU055,Chinwe Okafor,2025-10-03 08:54:00,2025-10-03 09:30:00,erratic
PAR000347,SES000024,STU013,Michael Johnson,2025-10-03 08:55:00,2025-10-03 09:30:00,erratic
PAR000348,SES000024,STU044,Rashida Smith,2025-10-03 08:49:00,2025-10-03 09:30:00,high_engaged
PAR000349,SES000024,STU004,Diana Nwosu,2025-10-03 08:53:00,2025-10-03 09:30:00,moderate
PAR000350,SES000024,STU076,Yakubu Hassan,2025-10-03 08:47:00,2025-10-03 09:30:00,low_engaged
PAR000351,SES000024,STU067,Obi Bello,2025-10-03 08:54:00,2025-10-03 09:30:00,high_engaged
PAR000352,SES000024,STU043,Qudus Smith,2025-10-03 08:50:00,2025-10-03 09:30:00,low_engaged
PAR000353,SES000024,STU025,Yusuf Mohammed,2025-10-03 08:53:00,2025-10-03 09:30:00,high_engaged
PAR000354,SES000024,STU014,Nina Nwosu,2025-10-03 08:55:00,2025-10-03 09:30:00,moderate
PAR000355,SES000024,STU065,Maryam Okafor,2025-10-03 08:48:00,2025-10-03 09:30:00,high_engaged
PAR000356,SES000024,STU001,Alice Bello,2025-10-03 08:53:00,2025-10-03 09:30:00,low_engaged
PAR000357,SES000024,STU039,Musa Johnson,2025-10-03 08:51:00,2025-10-03 09:30:00,moderate
PAR000358,SES000024,STU046,Tolu Okonkwo,2025-10-03 08:48:00,2025-10-03 09:30:00,moderate
PAR000359,SES000024,STU005,Evan Mohammed,2025-10-03 08:48:00,2025-10-03 09:30:00,erratic
PAR000360,SES000024,STU038,Lola Hassan,2025-10-03 08:50:00,2025-10-03 09:30:00,moderate
PAR000361,SES000025,STU060,Habib Hassan,2025-10-05 10:03:00,2025-10-05 11:30:00,moderate
PAR000362,SES000025,STU077,Zubair Mohammed,2025-10-05 10:03:00,2025-10-05 11:30:00,low_engaged
PAR000363,SES000025,STU043,Qudus Smith,2025-10-05 10:05:00,2025-10-05 11:30:00,low_engaged
PAR000364,SES000025,STU075,Williams Okonkwo,2025-10-05 10:06:00,2025-10-05 11:30:00,erratic
PAR000365,SES000025,STU073,Umaru Hassan,2025-10-05 10:02:00,2025-10-05 11:30:00,high_engaged
PAR000366,SES000025,STU078,Alice Abubakar,2025-10-05 10:00:00,2025-10-05 11:30:00,moderate
PAR000367,SES000025,STU039,Musa Johnson,2025-10-05 10:01:00,2025-10-05 11:30:00,moderate
PAR000368,SES000025,STU054,Blessing Okonkwo,2025-10-05 10:08:00,2025-10-05 11:30:00,high_engaged
PAR000369,SES000025,STU079,Bob Hassan,2025-10-05 10:04:00,2025-10-05 11:30:00,low_engaged
PAR000370,SES000025,STU021,Umar Nwosu,2025-10-05 10:10:00,2025-10-05 11:30:00,high_engaged
PAR000371,SES000025,STU014,Nina Nwosu,2025-10-05 10:05:00,2025-10-05 10:13:00,moderate
PAR000372,SES000025,STU059,Gloria Bello,2025-10-05 10:03:00,2025-10-05 11:30:00,low_engaged
PAR000373,SES000025,STU006,Fiona Nwosu,2025-10-05 10:02:00,2025-10-05 11:30:00,high_engaged
PAR000374,SES000025,STU064,Lami Johnson,2025-10-05 10:04:00,2025-10-05 11:30:00,moderate
PAR000375,SES000025,STU029,Chidi Okafor,2025-10-05 10:05:00,2025-10-05 11:30:00,high_engaged
PAR000376,SES000025,STU001,Alice Bello,2025-10-05 10:03:00,2025-10-05 11:30:00,low_engaged
PAR000377,SES000025,STU066,Nnamdi Nwosu,2025-10-05 10:00:00,2025-10-05 11:30:00,erratic
PAR000378,SES000025,STU045,Sani Adeyemi,2025-10-05 10:04:00,2025-10-05 11:30:00,low_engaged
PAR000379,SES000026,STU018,Rachel Smith,2025-10-05 12:20:00,2025-10-05 14:45:00,moderate
PAR000380,SES000026,STU049,Wunmi Hassan,2025-10-05 12:19:00,2025-10-05 14:45:00,erratic
PAR000381,SES000026,STU015,Oscar Smith,2025-10-05 12:20:00,2025-10-05 14:45:00,high_engaged
PAR000382,SES000027,STU022,Vera Bello,2025-10-06 08:00:00,2025-10-06 09:15:00,low_engaged
PAR000383,SES000027,STU068,Peace Mohammed,2025-10-06 08:04:00,2025-10-06 09:15:00,erratic
PAR000384,SES000027,STU056,Dayo Bello,2025-10-06 08:08:00,2025-10-06 09:15:00,erratic
PAR000385,SES000027,STU009,Ian Okafor,2025-10-06 08:07:00,2025-10-06 09:15:00,low_engaged
PAR000386,SES000027,STU016,Paula Mohammed,2025-10-06 08:01:00,2025-10-06 09:15:00,low_engaged
PAR000387,SES000027,STU019,Sam Abubakar,2025-10-06 08:10:00,2025-10-06 09:15:00,moderate
PAR000388,SES000027,STU017,Quinn Smith,2025-10-06 08:02:00,2025-10-06 09:15:00,erratic
PAR000389,SES000027,STU025,Yusuf Mohammed,2025-10-06 08:10:00,2025-10-06 09:15:00,high_engaged
PAR000390,SES000027,STU073,Umaru Hassan,2025-10-06 08:05:00,2025-10-06 09:15:00,high_engaged
PAR000391,SES000027,STU069,Quadri Smith,2025-10-06 08:07:00,2025-10-06 09:15:00,high_engaged
PAR000392,SES000027,STU049,Wunmi Hassan,2025-10-06 08:05:00,2025-10-06 09:15:00,erratic
PAR000393,SES000027,STU048,Victor Abubakar,2025-10-06 08:07:00,2025-10-06 09:15:00,moderate
PAR000394,SES000027,STU041,Olu Mohammed,2025-10-06 08:07:00,2025-10-06 09:15:00,erratic
PAR000395,SES000027,STU055,Chinwe Okafor,2025-10-06 08:09:00,2025-10-06 09:15:00,erratic
PAR000396,SES000027,STU032,Funmi Mohammed,2025-10-06 08:09:00,2025-10-06 09:15:00,erratic
PAR000397,SES000027,STU006,Fiona Nwosu,2025-10-06 08:03:00,2025-10-06 09:15:00,high_engaged
PAR000398,SES000027,STU072,Temitope Adeyemi,2025-10-06 08:03:00,2025-10-06 09:15:00,low_engaged
PAR000399,SES000027,STU067,Obi Bello,2025-10-06 08:03:00,2025-10-06 09:15:00,high_engaged
PAR000400,SES000027,STU035,Ifeanyi Abubakar,2025-10-06 08:04:00,2025-10-06 09:15:00,moderate
PAR000401,SES000027,STU075,Williams Okonkwo,2025-10-06 08:06:00,2025-10-06 09:15:00,erratic
PAR000402,SES000027,STU051,Yemi Smith,2025-10-06 08:05:00,2025-10-06 09:15:00,low_engaged
PAR000403,SES000027,STU010,Julia Hassan,2025-10-06 08:01:00,2025-10-06 09:15:00,high_engaged
PAR000404,SES000027,STU021,Umar Nwosu,2025-10-06 08:01:00,2025-10-06 09:15:00,high_engaged
PAR000405,SES000027,STU076,Yakubu Hassan,2025-10-06 08:08:00,2025-10-06 09:15:00,low_engaged
PAR000406,SES000028,STU006,Fiona Nwosu,2025-10-09 12:20:00,2025-10-09 13:45:00,high_engaged
PAR000407,SES000028,STU060,Habib Hassan,2025-10-09 12:19:00,2025-10-09 13:45:00,moderate
PAR000408,SES000028,STU066,Nnamdi Nwosu,2025-10-09 12:23:00,2025-10-09 13:45:00,erratic
PAR000409,SES000028,STU044,Rashida Smith,2025-10-09 12:16:00,2025-10-09 13:45:00,high_engaged
PAR000410,SES000028,STU055,Chinwe Okafor,2025-10-09 12:18:00,2025-10-09 12:32:00,erratic
PAR000411,SES000028,STU058,Femi Smith,2025-10-09 12:20:00,2025-10-09 12:50:00,erratic
PAR000412,SES000028,STU079,Bob Hassan,2025-10-09 12:20:00,2025-10-09 13:45:00,low_engaged
PAR000413,SES000028,STU056,Dayo Bello,2025-10-09 12:20:00,2025-10-09 13:45:00,erratic
PAR000414,SES000028,STU053,Abdul Nwosu,2025-10-09 12:25:00,2025-10-09 13:45:00,high_engaged
PAR000415,SES000028,STU048,Victor Abubakar,2025-10-09 12:18:00,2025-10-09 13:45:00,moderate
PAR000416,SES000028,STU064,Lami Johnson,2025-10-09 12:17:00,2025-10-09 13:45:00,moderate
PAR000417,SES000028,STU041,Olu Mohammed,2025-10-09 12:23:00,2025-10-09 13:45:00,erratic
PAR000418,SES000028,STU035,Ifeanyi Abubakar,2025-10-09 12:15:00,2025-10-09 13:45:00,moderate
PAR000419,SES000028,STU049,Wunmi Hassan,2025-10-09 12:19:00,2025-10-09 13:45:00,erratic
PAR000420,SES000028,STU004,Diana Nwosu,2025-10-09 12:21:00,2025-10-09 13:45:00,moderate
PAR000421,SES000028,STU023,Wale Smith,2025-10-09 12:24:00,2025-10-09 13:45:00,moderate
PAR000422,SES000028,STU057,Esther Adeyemi,2025-10-09 12:15:00,2025-10-09 13:45:00,moderate
PAR000423,SES000028,STU015,Oscar Smith,2025-10-09 12:23:00,2025-10-09 13:45:00,high_engaged
PAR000424,SES000028,STU017,Quinn Smith,2025-10-09 12:17:00,2025-10-09 13:45:00,erratic
PAR000425,SES000028,STU042,Patience Adeyemi,2025-10-09 12:18:00,2025-10-09 13:45:00,moderate
PAR000426,SES000028,STU005,Evan Mohammed,2025-10-09 12:18:00,2025-10-09 13:45:00,erratic
PAR000427,SES000029,STU076,Yakubu Hassan,2025-10-11 09:30:00,2025-10-11 11:30:00,low_engaged
PAR000428,SES000029,STU071,Segun Hassan,2025-10-11 09:40:00,2025-10-11 11:30:00,low_engaged
PAR000429,SES000029,STU060,Habib Hassan,2025-10-11 09:35:00,2025-10-11 11:30:00,moderate
PAR000430,SES000029,STU078,Alice Abubakar,2025-10-11 09:36:00,2025-10-11 11:30:00,moderate
PAR000431,SES000029,STU044,Rashida Smith,2025-10-11 09:36:00,2025-10-11 11:30:00,high_engaged
PAR000432,SES000029,STU011,Kevin Okonkwo,2025-10-11 09:38:00,2025-10-11 11:30:00,high_engaged
PAR000433,SES000029,STU041,Olu Mohammed,2025-10-11 09:39:00,2025-10-11 11:24:00,erratic
PAR000434,SES000029,STU025,Yusuf Mohammed,2025-10-11 09:30:00,2025-10-11 11:30:00,high_engaged
PAR000435,SES000029,STU055,Chinwe Okafor,2025-10-11 09:32:00,2025-10-11 11:30:00,erratic
PAR000436,SES000029,STU054,Blessing Okonkwo,2025-10-11 09:35:00,2025-10-11 11:30:00,high_engaged
PAR000437,SES000029,STU027,Ade Hassan,2025-10-11 09:39:00,2025-10-11 11:30:00,high_engaged
PAR000438,SES000029,STU057,Esther Adeyemi,2025-10-11 09:39:00,2025-10-11 11:30:00,moderate
PAR000439,SES000029,STU058,Femi Smith,2025-10-11 09:36:00,2025-10-11 11:30:00,erratic
PAR000440,SES000029,STU004,Diana Nwosu,2025-10-11 09:36:00,2025-10-11 11:30:00,moderate
PAR000441,SES000029,STU048,Victor Abubakar,2025-10-11 09:36:00,2025-10-11 11:30:00,moderate
PAR000442,SES000029,STU018,Rachel Smith,2025-10-11 09:31:00,2025-10-11 11:30:00,moderate
PAR000443,SES000029,STU017,Quinn Smith,2025-10-11 09:37:00,2025-10-11 11:30:00,erratic
PAR000444,SES000029,STU020,Tina Nwosu,2025-10-11 09:34:00,2025-10-11 11:30:00,high_engaged
PAR000445,SES000029,STU061,Idris Adeyemi,2025-10-11 09:31:00,2025-10-11 11:30:00,moderate
PAR000446,SES000030,STU005,Evan Mohammed,2025-10-12 14:34:00,2025-10-12 16:30:00,erratic
PAR000447,SES000030,STU078,Alice Abubakar,2025-10-12 14:34:00,2025-10-12 16:30:00,moderate
PAR000448,SES000030,STU063,Kazeem Hassan,2025-10-12 14:31:00,2025-10-12 16:30:00,erratic
PAR000449,SES000030,STU004,Diana Nwosu,2025-10-12 14:35:00,2025-10-12 16:30:00,moderate
PAR000450,SES000030,STU024,Xena Adeyemi,2025-10-12 14:32:00,2025-10-12 16:30:00,moderate
PAR000451,SES000030,STU026,Zara Okonkwo,2025-10-12 14:36:00,2025-10-12 16:30:00,moderate
PAR000452,SES000030,STU009,Ian Okafor,2025-10-12 14:31:00,2025-10-12 15:29:00,low_engaged
PAR000453,SES000030,STU050,Xavier Okafor,2025-10-12 14:37:00,2025-10-12 16:30:00,low_engaged
PAR000454,SES000031,STU027,Ade Hassan,2025-10-13 09:22:00,2025-10-13 11:45:00,high_engaged
PAR000455,SES000031,STU017,Quinn Smith,2025-10-13 09:21:00,2025-10-13 11:45:00,erratic
PAR000456,SES000031,STU080,Charlie Johnson,2025-10-13 09:18:00,2025-10-13 11:45:00,moderate
PAR000457,SES000031,STU040,Nkechi Johnson,2025-10-13 09:24:00,2025-10-13 11:45:00,moderate
PAR000458,SES000031,STU056,Dayo Bello,2025-10-13 09:22:00,2025-10-13 11:45:00,erratic
PAR000459,SES000031,STU061,Idris Adeyemi,2025-10-13 09:15:00,2025-10-13 11:45:00,moderate
PAR000460,SES000031,STU021,Umar Nwosu,2025-10-13 09:19:00,2025-10-13 11:45:00,high_engaged
PAR000461,SES000031,STU077,Zubair Mohammed,2025-10-13 09:22:00,2025-10-13 11:45:00,low_engaged
PAR000462,SES000031,STU026,Zara Okonkwo,2025-10-13 09:19:00,2025-10-13 11:45:00,moderate
PAR000463,SES000031,STU065,Maryam Okafor,2025-10-13 09:17:00,2025-10-13 11:45:00,high_engaged
PAR000464,SES000031,STU059,Gloria Bello,2025-10-13 09:17:00,2025-10-13 11:45:00,low_engaged
PAR000465,SES000031,STU036,Jide Abubakar,2025-10-13 09:21:00,2025-10-13 11:45:00,high_engaged
PAR000466,SES000031,STU072,Temitope Adeyemi,2025-10-13 09:25:00,2025-10-13 11:45:00,low_engaged
PAR000467,SES000031,STU001,Alice Bello,2025-10-13 09:24:00,2025-10-13 09:40:00,low_engaged
PAR000468,SES000031,STU019,Sam Abubakar,2025-10-13 09:18:00,2025-10-13 11:45:00,moderate
PAR000469,SES000032,STU036,Jide Abubakar,2025-10-15 16:46:00,2025-10-15 19:15:00,high_engaged
PAR000470,SES000032,STU069,Quadri Smith,2025-10-15 16:46:00,2025-10-15 19:15:00,high_engaged
PAR000471,SES000032,STU038,Lola Hassan,2025-10-15 16:53:00,2025-10-15 19:15:00,moderate
PAR000472,SES000032,STU009,Ian Okafor,2025-10-15 16:50:00,2025-10-15 19:15:00,low_engaged
PAR000473,SES000032,STU028,Bisi Nwosu,2025-10-15 16:47:00,2025-10-15 19:15:00,low_engaged
PAR000474,SES000032,STU064,Lami Johnson,2025-10-15 16:53:00,2025-10-15 17:04:00,moderate
PAR000475,SES000032,STU053,Abdul Nwosu,2025-10-15 16:46:00,2025-10-15 19:15:00,high_engaged
PAR000476,SES000032,STU071,Segun Hassan,2025-10-15 16:55:00,2025-10-15 19:15:00,low_engaged
PAR000477,SES000033,STU044,Rashida Smith,2025-10-16 14:53:00,2025-10-16 16:15:00,high_engaged
PAR000478,SES000033,STU052,Zainab Hassan,2025-10-16 14:52:00,2025-10-16 15:32:00,low_engaged
PAR000479,SES000033,STU025,Yusuf Mohammed,2025-10-16 14:47:00,2025-10-16 16:15:00,high_engaged
PAR000480,SES000033,STU051,Yemi Smith,2025-10-16 14:45:00,2025-10-16 16:15:00,low_engaged
PAR000481,SES000033,STU005,Evan Mohammed,2025-10-16 14:47:00,2025-10-16 16:15:00,erratic
PAR000482,SES000033,STU002,Bob Okafor,2025-10-16 14:53:00,2025-10-16 16:15:00,low_engaged
PAR000483,SES000033,STU033,Gbenga Johnson,2025-10-16 14:47:00,2025-10-16 14:53:00,erratic
PAR000484,SES000033,STU015,Oscar Smith,2025-10-16 14:55:00,2025-10-16 16:15:00,high_engaged
PAR000485,SES000033,STU018,Rachel Smith,2025-10-16 14:52:00,2025-10-16 16:15:00,moderate
PAR000486,SES000033,STU042,Patience Adeyemi,2025-10-16 14:48:00,2025-10-16 16:15:00,moderate
PAR000487,SES000033,STU060,Habib Hassan,2025-10-16 14:55:00,2025-10-16 16:15:00,moderate
PAR000488,SES000033,STU063,Kazeem Hassan,2025-10-16 14:52:00,2025-10-16 16:15:00,erratic
PAR000489,SES000033,STU070,Rukayat Abubakar,2025-10-16 14:55:00,2025-10-16 16:15:00,low_engaged
PAR000490,SES000033,STU009,Ian Okafor,2025-10-16 14:55:00,2025-10-16 16:15:00,low_engaged
PAR000491,SES000033,STU011,Kevin Okonkwo,2025-10-16 14:55:00,2025-10-16 16:15:00,high_engaged
PAR000492,SES000034,STU040,Nkechi Johnson,2025-10-17 14:00:00,2025-10-17 16:30:00,moderate
PAR000493,SES000034,STU057,Esther Adeyemi,2025-10-17 14:05:00,2025-10-17 16:30:00,moderate
PAR000494,SES000034,STU007,George Okonkwo,2025-10-17 14:10:00,2025-10-17 16:30:00,high_engaged
PAR000495,SES000034,STU077,Zubair Mohammed,2025-10-17 14:03:00,2025-10-17 16:30:00,low_engaged
PAR000496,SES000034,STU001,Alice Bello,2025-10-17 14:01:00,2025-10-17 16:30:00,low_engaged
PAR000497,SES000034,STU078,Alice Abubakar,2025-10-17 14:10:00,2025-10-17 16:30:00,moderate
PAR000498,SES000034,STU049,Wunmi Hassan,2025-10-17 14:02:00,2025-10-17 16:18:00,erratic
PAR000499,SES000034,STU026,Zara Okonkwo,2025-10-17 14:01:00,2025-10-17 16:30:00,moderate
PAR000500,SES000034,STU032,Funmi Mohammed,2025-10-17 14:05:00,2025-10-17 16:30:00,erratic
PAR000501,SES000034,STU048,Victor Abubakar,2025-10-17 14:03:00,2025-10-17 16:30:00,moderate
PAR000502,SES000034,STU031,Emeka Okonkwo,2025-10-17 14:08:00,2025-10-17 16:30:00,moderate
PAR000503,SES000034,STU073,Umaru Hassan,2025-10-17 14:06:00,2025-10-17 16:30:00,high_engaged
PAR000504,SES000034,STU012,Linda Bello,2025-10-17 14:03:00,2025-10-17 15:30:00,low_engaged
PAR000505,SES000034,STU003,Charlie Adeyemi,2025-10-17 14:02:00,2025-10-17 15:27:00,low_engaged
